system:index,control_P95_C,control_mean_C,control_median_C,control_valid_pixels,date,delta_P95_C,delta_median_C,month,scene_count,site_P90_C,site_P95_C,site_max_C,site_mean_C,site_median_C,site_valid_pixels,year,.geo,pixel_coverage_fraction,good_pixel_coverage,monthly_median_delta,monthly_MAD_delta,robust_Z,thermal_class
20,38.18404809495031,33.16750982247845,33.185258184313966,3147,2020-12-03,10.79372759568605,4.775448880686056,12,2,43.42013951000001,43.978985780000016,44.77025741000003,37.95522701545983,37.96070706500002,294,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.6639067726752599,Background range
21,42.96922379461541,37.83387566171612,37.46761677659699,4906,2020-12-19,10.81237750340302,7.760655313403028,12,2,47.97089133800003,48.27999428000001,49.05474548000004,44.4917948918668,45.22827209000002,294,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.6744907594765952,Background range
1,39.033279382788166,34.41202336009825,34.403204792983765,4789,2021-01-20,10.30997168301625,6.554388393379895,1,2,44.340156560000025,44.713176476000015,45.03344495000002,40.647291890766944,40.95759318636366,294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.508025884706456,Background range
2,41.717960377898855,37.4460137744346,37.59580917004303,4762,2021-02-05,9.125069528706987,5.6209782166106095,2,2,46.57668098000004,46.72087869875001,47.23123181000005,43.43296771801091,43.21678738665364,283,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9625850340136054,True,8.426833472904178,1.6478439934050328,0.28579997224083137,Background range
3,42.29236016186835,37.36642802946277,37.40151320194653,4759,2021-02-21,10.139476670553506,6.1262939380535215,2,2,47.011624025000025,47.54098987250004,48.30278107999999,43.63036393059315,43.52780714000005,285,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9693877551020408,True,8.426833472904178,1.6478439934050328,0.7010141832103557,Background range
4,44.790765530000016,39.989958489614295,40.90328048300002,1354,2021-03-09,11.940340167000002,9.582261968459626,3,2,52.543689395000015,52.84362065000002,53.532351680000005,49.08791582300828,50.48554245145965,165,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5612244897959183,True,9.255713324999997,1.57838768186848,1.1472187843155754,Background range
5,39.8248397409226,35.15466708695054,35.560947116735534,3544,2021-03-25,8.445382823264467,4.968829230764484,3,2,43.55173328000002,44.00632994,44.52415997000003,40.60464735834078,40.52977634750002,294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,-0.34627768692140015,Background range
6,50.18645190200002,43.41726631823894,43.67606269600312,2793,2021-04-10,5.981108808996908,3.412039526496905,4,2,49.22051945000004,49.65717150500002,50.11091366000005,46.69134562763077,47.08810222250002,227,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7721088435374149,True,8.717302541336988,1.2942534602992204,-1.4259474246833284,Background range
7,34.78451198000005,29.8329847096897,29.24048354000001,202,2021-04-26,1.5859612799999925,1.5859612799999925,4,2,30.82644482000001,30.82644482000001,30.82644482000001,30.51824595168832,30.82644482000001,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.006802721088435374,False,8.717302541336988,1.2942534602992204,-3.716446531527089,Background range
23,40.47426638807695,33.53297755801555,32.650145074952555,925,2021-11-20,9.014841165047464,6.977701245047449,11,2,41.66498624000002,41.66498624000002,41.66498624000002,40.52658452000001,39.62784632,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",0.006802721088435374,False,9.4243281870027,1.0567645610239635,-0.26135926829981326,Background range
24,33.90582624080219,30.14056910357635,30.21992973618193,4546,2021-12-06,9.322038831318093,6.437657203818095,12,2,39.214265900000015,39.54196856750002,39.67911662,36.39704216851516,36.65758694000002,294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,-0.17128955612859234,Background range
25,40.52724410927144,35.21921014377259,34.97000806821886,4741,2021-12-14,10.994847331781166,7.94541185400459,12,2,45.64424512400002,45.964855400000026,46.40748899000002,42.40085949447532,42.91541992222345,294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.7780439933319522,Background range
26,41.90036230691347,36.60611232345664,36.40899194525272,4513,2021-12-22,11.9377961422473,8.483514774254267,12,2,48.08872757750001,48.346788087500016,48.90435260000004,44.44866978540371,44.89250671950698,294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,1.3131757438889395,Background range
0,45.05813575323155,39.24797217258328,39.1901911504348,4519,2022-01-07,12.408415714565225,8.542908955186931,1,2,51.01953731000001,51.59860686500002,51.97544357000001,47.25562660426685,47.73310010562173,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,1.5459430030618937,Background range
1,42.84054875747509,38.08119514654277,38.03143296289344,4743,2022-01-15,11.30481087853515,7.688922905118048,1,2,49.15842542000002,49.33624384142859,50.18269208000004,45.55840450547086,45.72035586801149,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,1.0000860090252495,Background range
3,45.22877771426038,40.444797658783735,40.347350715391,1869,2022-01-31,11.052156484609014,7.365474752919781,1,2,50.969406350000014,51.399507200000016,52.038676940000045,47.63578439179497,47.71282546831078,272,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9251700680272109,True,9.282853171546076,1.3636745011020182,0.8751199310450398,Background range
4,45.58468840623223,40.55360460497641,40.59151928132051,4564,2022-02-08,11.833393918679484,8.20290562005735,2,2,52.014750800000016,52.42491319999999,52.903436,48.57540472464301,48.79442490137786,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,1.3943635146711073,Background range
5,42.14929055274791,36.33821829630786,35.84779949018934,4633,2022-02-24,10.069203629810673,7.039574909737503,2,2,45.42224472500001,45.91700312000001,46.58180801000003,42.64905862316379,42.88737439992684,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,0.6722502244793952,Background range
6,44.90469360365411,40.683459435942176,40.59427585427783,2565,2022-03-04,11.189188925722185,8.241716345722196,3,2,51.46387991000001,51.78346478000001,52.32579061999999,48.54260598181004,48.83599220000002,280,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9523809523809523,True,9.255713324999997,1.57838768186848,0.8262301089531947,Background range
7,45.70296050046751,41.1476336778754,40.93027856100992,2671,2022-03-12,10.287219073990094,7.168703076490111,3,2,51.02267049500002,51.21749763500001,51.68149385000001,47.96084003349149,48.098981637500025,273,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9285714285714286,True,9.255713324999997,1.57838768186848,0.44079227431450396,Background range
11,47.05863368876524,42.485384569505214,42.44046198421553,3003,2022-04-13,9.343002795784493,6.155585211784491,4,2,51.46145881250001,51.78346478000002,52.49840062999999,48.33642787028624,48.59604719600002,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.717302541336988,1.2942534602992204,0.326079128063082,Background range
16,39.155436517307706,35.394365085837975,35.538322313649864,1108,2022-05-23,3.508364129979199,1.972630286350153,5,2,38.89639004000003,39.04668644362906,39.13565144000006,37.34845502232075,37.51095260000002,93,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3163265306122449,False,9.526327090928367,2.659472256821113,-1.5262653699890254,Background range
17,41.30182161500002,33.67335096786432,34.566442304000006,857,2022-05-31,19.22567889599999,7.132724135999993,5,2,51.88486604000002,53.7921212,55.42251673999999,42.503455872312486,41.69916644,162,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5510204081632653,True,9.526327090928367,2.659472256821113,2.4599328489530072,Elevated anomaly
19,31.694621900000016,26.35360166388973,25.09328594000002,326,2022-06-16,6.48683229000002,4.131816510000018,6,2,31.18533692000005,31.58011823000004,31.96464548000006,29.186809275958144,29.22510245000004,137,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.46598639455782315,False,8.137254954762348,1.2319792138873433,-0.9035824826138041,Background range
20,49.93034791379313,42.58792523934769,42.55803302532141,4906,2022-06-24,10.908236934678598,4.012155525154824,6,2,52.56505202,53.46626996000001,54.73549472000002,46.50729465056665,46.57018855047624,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.137254954762348,1.2319792138873433,1.5170724627993435,Background range
21,35.134859030000015,31.71570457939304,31.40238119000003,519,2022-07-02,6.783060689999957,3.8145103199999824,7,2,37.70896989200003,38.18544187999999,38.86904588000005,35.18216202251964,35.21689151000001,240,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.8163265306122449,True,11.092590819812855,2.7734145697791455,-1.048072034350149,Background range
23,53.951702959388825,45.96566525404292,45.5612677935376,4839,2022-07-18,12.723840696462425,7.355583934962411,7,2,57.374206160000014,58.28510849000003,59.01827378000005,53.213527369072594,52.91685172850001,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,11.092590819812855,2.7734145697791455,0.39671781499478,Background range
27,40.01912204588341,35.2787877960247,35.094412460000015,1677,2022-08-19,0.284835000000001,-0.4671293999999903,8,2,35.269870819999994,35.379247460000016,35.548439450000046,34.68590186762866,34.627283060000025,39,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",0.1326530612244898,False,9.778566383138529,0.3723682370087902,-17.196509944882145,Background range
34,40.43644984601615,32.85135549564679,32.81843986451553,4356,2022-10-14,9.468626015484496,6.077095670484475,10,2,41.825063510000014,42.28706588000003,42.95016176000004,38.30518200867238,38.89553553500001,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,0.08507575866762253,Background range
35,38.83025135300002,33.10254030320074,33.154010178785754,2797,2022-10-22,11.761513081214268,8.81615763300529,10,2,44.35411347500002,44.91552326000002,45.77002826,41.3890447014262,41.97016781179104,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,0.5208701676798968,Background range
36,47.81881114616364,40.68027125316611,40.18450196464782,4780,2022-10-30,13.08978920535219,9.119758975352212,10,2,52.82994857000002,53.27429117000001,54.15955835,48.6873318326772,49.304260940000034,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,0.7733271321660931,Background range
39,43.81919224288696,35.153362978291696,34.81404326259329,4717,2022-11-23,9.31789891240672,5.136805947406714,11,2,43.51755308000003,44.131942175000006,44.87792504000004,39.86753053497688,39.95084921,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,-0.06792957002951375,Background range
42,44.2832481488061,38.60067374250871,38.4714293987473,4901,2022-12-17,10.194801141252723,7.560090588241131,12,2,48.468896852000015,48.66623054000002,48.92315171000001,45.82171595925522,46.03151998698843,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.32401073753698045,Background range
43,38.96868264191792,34.25223562944221,34.03068261553729,4468,2022-12-25,9.194629754462738,6.297857804462737,12,2,42.96554285000002,43.225312370000026,43.81492082,40.108852681846166,40.32854042000002,294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,-0.24359532880436593,Background range
1,36.65232844769234,31.48198988290581,31.65569385547904,4905,2023-01-10,9.182473346520986,6.818570714520966,1,2,40.61052707000001,40.83816720200002,41.02923451999999,37.99296612196033,38.47426457,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,-0.049649138678318466,Background range
2,42.65423456896401,37.91282032807154,37.842069580681,4558,2023-01-18,9.460940649319014,6.674796759363403,1,2,46.83246281000002,47.30301023000001,48.03959354,44.4021250005378,44.5168663400444,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.08808433247029934,Background range
3,46.93636878913792,40.97292851202042,40.93270429242336,4899,2023-01-26,12.962812012576656,9.27222281296931,1,2,53.46114293000002,53.895516305000015,54.49281530000002,49.714151491503216,50.20492710539267,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,1.8201544661306517,Background range
5,41.588157715430654,36.95372314871554,37.09075333305682,3743,2023-02-11,8.213996954443203,5.705597526943201,2,2,45.15136664000002,45.30475028750002,45.84180667999999,42.62634925484108,42.79635086000002,211,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.717687074829932,True,8.426833472904178,1.6478439934050328,-0.08711763101096659,Background range
6,46.43764294778878,40.574807400996605,40.43738450474959,4906,2023-02-19,12.448106890250456,8.88909356525042,2,2,52.651357025,52.885491395000045,53.127316310000026,49.09388832082226,49.32647807000001,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,1.6459760585250134,Background range
7,37.716510070832,33.2470946103028,33.15221708770867,4239,2023-02-27,8.184639232291339,5.467618512648485,2,2,40.82757134,41.33685632000001,41.629097030000025,38.38970535785593,38.61983560035716,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,-0.099134249325542,Background range
8,45.1731132105144,39.53061079718777,39.44128655924601,4890,2023-03-07,12.544655215039723,9.21977530386107,3,2,51.73960019000001,51.985941774285735,52.24888517,48.41977999840339,48.66106186310708,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,1.4054601025910247,Background range
9,44.34414425000002,39.05742158916137,39.09377240266869,3277,2023-03-15,9.862705002331346,7.689808145357205,3,2,48.76563795500002,48.95647740500003,49.26837173000001,46.398051252866765,46.78358054802589,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,0.25938511947491766,Background range
11,45.19921892000002,43.27522761897548,43.17632075000001,121,2023-03-31,5.454590250000017,3.122646104999994,3,2,48.35405137999999,48.630911000000026,49.03765538000005,46.18825505093751,46.298966855,32,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.10884353741496598,False,9.255713324999997,1.57838768186848,-1.6243299533899804,Background range
12,50.80471050505376,44.79625307818754,45.05730518857826,4896,2023-04-08,12.841225239421767,8.800328061421752,4,2,57.47674676000001,57.89853042800003,58.40303018000003,54.04535000526149,53.85763325000001,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.717302541336988,1.2942534602992204,2.149152262657194,Elevated anomaly
15,55.17556479500002,49.36178687397447,49.44874335134927,2608,2023-05-02,8.509089723650725,7.028802228650747,5,2,57.71088113000002,57.957833075,58.26630938000005,55.96723369750391,56.47754558000002,176,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5986394557823129,True,9.526327090928367,2.659472256821113,-0.25798998378843424,Background range
17,52.0687460918603,46.14328529273948,46.442974807180654,4899,2023-05-18,10.899785568819368,6.8421400928193705,5,2,57.05120327000003,57.34276037600002,57.78778658000002,53.7619543606934,53.285114900000025,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.526327090928367,2.659472256821113,0.34833416648218196,Background range
18,51.9374496286173,46.51908854024416,46.69365769535487,4791,2023-05-26,10.965953134645154,7.319883528437082,5,2,57.28021061000001,57.65961083000002,58.362013940000026,54.08844891414284,54.01354122379195,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.526327090928367,2.659472256821113,0.3651154702209538,Background range
19,46.939204726250026,41.54065825655011,41.32397493805146,1917,2023-06-03,7.06682015694858,5.151019946948551,6,2,48.05326562000002,48.39079509500005,48.57622268000003,46.36010783542416,46.474994885000015,128,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.43537414965986393,False,8.137254954762348,1.2319792138873433,-0.58604753360198,Background range
20,59.18208930932303,51.21424621643947,51.69884273884649,4570,2023-06-11,8.01901140429959,5.388149211153532,6,2,59.52243173000002,59.71785414314608,60.24705197000003,57.14709458170305,57.08699195000002,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.137254954762348,1.2319792138873433,-0.06473662968970154,Background range
22,59.44689348800002,52.84607936658232,53.310145578264425,4906,2023-06-27,12.71165118173559,8.705162071735593,6,2,65.653505105,66.02179676000002,66.54475382000001,61.992744000189525,62.01530765000002,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.137254954762348,1.2319792138873433,2.504415618785101,Elevated anomaly
24,55.56739299950147,48.42041665841987,48.434865886209415,4414,2023-07-13,7.293221841790597,5.229079563790613,7,2,55.48916813,55.72808772800001,56.23087846999999,53.37088129118375,53.66394545000003,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,11.092590819812855,2.7734145697791455,-0.9240015161967359,Background range
28,51.93405279526049,44.16515061742071,44.44207533544323,4450,2023-08-14,9.879838964556775,4.780153124556804,8,2,53.15240039146939,54.3219143,55.40542664000003,48.94558302745828,49.22222846000003,223,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7585034013605442,True,9.778566383138529,0.3723682370087902,0.1834405128204747,Background range
36,34.923283592000004,27.804607756935187,26.817610010000024,1821,2023-10-25,13.128112169999994,9.218847708826535,10,2,39.39114843500002,39.94572218000002,40.64812529,35.812145304852415,36.03645771882656,153,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5204081632653061,True,9.02100873857114,3.5487631469695557,0.7806109334400003,Background range
38,41.922830584572814,36.48712527811447,36.67998482284424,4021,2023-11-10,10.418513877155776,7.961120260012919,11,2,46.63478731999999,47.098498700000015,47.714881640000016,44.124593779228064,44.64110508285716,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,0.6345491568740306,Background range
40,49.82126890063908,41.46847472092018,40.81794822337888,4906,2023-11-26,11.841099346621109,8.773426396621133,11,2,52.22780738000003,52.659047569999984,53.63831030000003,49.11738882137815,49.59137462000001,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,1.5425288423304604,Background range
41,35.42474985125001,28.177940658268657,27.94132343943836,3597,2023-12-04,10.834410494561666,8.28314936269976,12,2,38.58432481400003,38.77573393400002,39.162995600000016,35.96615595250076,36.22447280213812,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.686994675911788,Background range
42,44.7718996661248,39.52216580515455,39.40242389997326,4391,2023-12-12,12.299578070026769,8.606407460026759,12,2,51.38839863500003,51.702001970000026,52.29844646000001,47.69133960163649,48.008831360000016,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,1.5184901726083568,Background range
43,43.967804499533145,38.827909746353136,38.90696804917364,4484,2023-12-20,11.679904895826382,8.247927980826368,12,2,50.2224265625,50.58687294500002,51.28500352999998,46.94167506945976,47.15489603,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,1.1668201913724376,Background range
44,41.71732408339574,36.61611112008414,36.652997323943886,4443,2023-12-28,11.19176907605612,8.118627294056125,12,2,47.58585138500001,47.844766400000005,48.22074860000004,44.5337643247898,44.77162461800001,294,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.8897988166764971,Background range
0,37.9093590827273,33.87437953769997,34.09549637807496,2691,2024-01-05,8.229167721925059,6.005745711925066,1,2,42.10146739400002,42.32466410000002,42.71090036000004,39.93130296997078,40.10124209000003,262,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.891156462585034,True,9.282853171546076,1.3636745011020182,-0.5211662303504122,Background range
1,44.290880105000014,40.18322953099523,39.97440180109567,401,2024-01-13,5.330775738904379,4.079780418904363,1,2,45.22314505999998,45.305177540000045,45.36670190000001,43.84668500620797,44.05418222000003,48,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.16326530612244897,False,9.282853171546076,1.3636745011020182,-1.9547477839459808,Background range
2,42.78011526500003,38.41600701939158,38.40271842138728,4282,2024-01-21,10.148723613612743,7.075923633612746,1,2,48.03674519,48.55144203500002,49.07183558,45.43700724371116,45.47864205500002,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.42827053787829833,Background range
3,39.96933441105222,35.97740772897419,36.22151690959074,4560,2024-01-29,8.0744902254093,5.131804932457463,1,2,43.62180269000001,44.29600713500004,44.65404473000001,41.52051440216653,41.3533218420482,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,-0.5976716882251049,Background range
4,44.71964186058443,39.97420966341181,40.0928634138212,2730,2024-02-06,8.639669991365153,4.492820916178815,2,2,47.84761475000003,48.73253340518635,49.32647807000001,44.7935782504629,44.585684330000014,150,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5102040816326531,True,8.426833472904178,1.6478439934050328,0.08711763101096659,Background range
5,43.52920897887579,38.66719878463627,38.96602931254523,4552,2024-02-14,11.025823317454789,7.866925485182058,2,2,49.72057577600002,49.99185263000002,50.34846605000001,46.852994311752,46.83295479772729,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,1.0638110410564945,Background range
7,46.06658015977925,41.21671975902439,41.437217345441496,4068,2024-03-01,10.464738794558542,7.543471034558514,3,2,51.47812166000002,51.90195614000004,52.51549073000001,48.876794635601286,48.98068838000001,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,0.5166515910867583,Background range
9,45.15089534829337,39.93887707919361,39.78291350686851,4553,2024-03-17,7.677325643131517,6.050139707277843,3,2,47.17312547000001,47.46023915000003,47.64823025000001,45.51078973984719,45.833053214146354,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,-0.6744907594765952,Background range
10,46.04626431289264,40.79457862624557,40.81037132339096,3062,2024-03-25,9.259526096609044,7.2206771666090575,3,2,49.91865003500001,50.06989742,50.50227695000004,47.75875792519472,48.03104849000002,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,0.0016293077092773879,Background range
11,45.52548446545457,40.81093587348239,40.53608149019384,1657,2024-04-02,6.301191535941932,2.631124539806187,4,2,46.20650941400002,46.837273026135776,47.19021557000002,42.83146577702412,43.16720603000003,274,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9319727891156463,True,8.717302541336988,1.2942534602992204,-1.2591386440117465,Background range
13,48.34273114862387,43.7792814101904,44.03318979798264,1787,2024-04-18,12.614687112017364,10.212958392017365,4,2,56.198407280000026,56.64787691000001,57.19817813000003,53.53921397135549,54.24614819000001,223,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7585034013605442,True,8.717302541336988,1.2942534602992204,2.0310935683670697,Elevated anomaly
14,43.15923065000002,40.412396599069375,40.57779586358014,828,2024-04-26,7.4002733164198915,4.549644636419863,4,2,47.46878420000005,47.978069180000034,48.14042513000001,45.066873180604375,45.127440500000006,64,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.21768707482993196,False,8.717302541336988,1.2942534602992204,-0.6863601832378573,Background range
16,50.42777965045456,44.48408303041065,44.81988293361054,3269,2024-05-12,10.830501806389478,8.15431629458918,5,2,55.468660010000015,55.65038474000002,55.87540439000003,52.94881062005263,52.97419922819972,276,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9387755102040817,True,9.526327090928367,2.659472256821113,0.3307625383439772,Background range
18,37.05188032296316,30.370939755808404,30.189105991571655,4906,2024-05-28,9.526327090928367,6.590504262428361,5,2,39.404820515,39.71543308250003,40.00724654000001,36.59041623671008,36.77961025400002,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.526327090928367,2.659472256821113,0.0,Background range
20,52.443449385384646,46.08150457898455,45.813959738713066,4439,2024-06-13,8.48216404674151,6.987647748786962,6,2,54.048092920000016,54.296123785454576,54.68764244000005,52.227355810737016,52.80160748750003,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.137254954762348,1.2319792138873433,0.18883272767675183,Background range
21,49.57106955408337,38.78650423312379,37.81945152570193,4906,2024-06-21,8.266316331798087,5.885238149298097,6,2,45.92213015000005,46.08576785750002,46.59035306000004,43.36841688063578,43.704689675000026,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.137254954762348,1.2319792138873433,0.07065923291128794,Background range
23,56.81005977647754,48.15961143165173,47.43567711779529,4906,2024-07-07,15.30197209220475,12.153975672204716,7,2,62.15829482000001,62.73764921000004,63.483916910000005,58.71353959614134,59.58965279,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,11.092590819812855,2.7734145697791455,1.0237159645296945,Background range
27,37.94995010547713,30.74897478642881,30.183837377306286,4905,2024-08-08,7.165044107693735,4.718540075259522,8,2,36.84130551500002,37.34888148500002,38.281146440000015,34.65488761515248,34.90237745256581,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.778566383138529,0.3723682370087902,-4.734014476192139,Background range
30,50.81829961398468,43.711581391873565,42.9407840978423,2367,2024-09-01,15.772431397157716,10.974385822157686,9,2,58.06806422,58.713215495000014,59.41476410000004,53.47129625781203,53.91516991999998,235,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7993197278911565,True,9.749304795460446,2.350647697042737,1.7282654653495761,Background range
35,51.57247079827587,44.11818396335318,43.694401826176346,4906,2024-10-11,10.967605463823674,7.643581013823677,10,2,54.15215264000002,54.66200729000002,55.21914455000001,50.808737505262975,51.33798284000002,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,0.36997721438001,Background range
37,36.93542924075,30.535332452548325,30.44208983652736,4905,2024-10-27,12.957541553472662,8.529822169186918,10,2,42.77498823500001,43.399631390000025,44.17039489999999,38.83649576039164,38.97191200571428,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,0.7481916651143146,Background range
38,47.34288713000002,41.30554697403617,40.84557445484331,4906,2024-11-04,10.54282418015672,7.3683381051567025,11,2,50.97328010600002,51.38839863500003,51.82505069000001,47.90967649297046,48.21391256000001,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,0.7138914756594259,Background range
39,48.80997727000002,41.99043792711307,41.69922829616396,4518,2024-11-12,12.96619701383606,8.965689438836058,11,2,54.15101330000002,54.66542531000002,55.4498609,50.37455928194896,50.66491773500002,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,2.260633903792632,Elevated anomaly
41,41.079711351071445,35.3599089196196,34.80920773810048,4893,2024-11-28,9.103246031274535,7.031806531899527,11,2,43.596509342000026,43.91245376937502,45.00097376000002,41.44730706085227,41.84101427000001,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,-0.20493396075056453,Background range
42,33.219058820000015,30.05294550173116,30.035514992000024,902,2024-12-06,4.895971848000023,2.7426192479999614,12,2,34.476890180000055,34.93148684000005,36.21666235999999,32.64750190744838,32.778134239999986,197,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6700680272108843,True,9.623865966464932,1.1885115369380888,-2.683121531073904,Background range
