system:index,control_P95_C,control_mean_C,control_median_C,control_valid_pixels,date,delta_P95_C,delta_median_C,month,scene_count,site_P90_C,site_P95_C,site_max_C,site_mean_C,site_median_C,site_valid_pixels,year,.geo,pixel_coverage_fraction,good_pixel_coverage,monthly_median_delta,monthly_MAD_delta,robust_Z,thermal_class
44,31.469673458750027,26.704207169769223,26.46128685905408,1914,2024-12-22,3.770933099787417,1.894784005945944,12,2,29.867690210000035,30.23221995884149,30.96658364000001,28.49729583845382,28.35607086500002,73,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24829931972789115,False,9.623865966464932,1.1885115369380888,-3.321590924208661,Background range
45,39.782971843076936,35.20200800470764,35.28002596055815,4107,2024-12-30,9.392817879441871,6.793721765235404,12,2,44.33018733500003,44.67284384000002,45.27954239000002,41.83898272656759,42.07374772579355,294,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,-0.13112182326246638,Background range
0,37.52421396580079,32.99739133370588,32.96446729215674,4299,2025-01-07,8.967124507843295,6.432128612218278,1,2,41.398950350000014,41.93159180000004,42.50069213,39.24909562382242,39.39659590437502,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,-0.15616341436121653,Background range
1,41.90127544869567,36.98619628668919,37.16358327838669,4413,2025-01-15,10.801839227613335,8.027945096613315,1,2,47.481316940000006,47.96542250600002,48.46684604000004,44.91731570839097,45.191528375,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.7513098307280854,Background range
3,34.27351799000003,31.269406418773688,32.08944932982362,1173,2025-01-31,4.4348348301763565,2.2746461901763557,1,2,35.98936403000005,36.52428415999998,36.91735646000001,34.36760141590376,34.36409551999998,199,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6768707482993197,True,9.282853171546076,1.3636745011020182,-2.397891557248013,Background range
4,41.58870224818184,37.52131015326536,37.65652349909679,4795,2025-02-08,8.723621330903214,6.040449815042209,2,2,45.769173755000025,46.380144830000006,47.05691279000001,43.67022393172378,43.696973314139,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,0.1214803516269503,Background range
5,42.96753222720615,38.44853593442989,38.59108129315639,4906,2025-02-16,9.38228810934362,7.505083041843633,2,2,47.718007766128615,47.97336940250001,48.74199665000003,45.88227204523178,46.096164335000026,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,0.39108394117201545,Background range
7,45.29958873736315,40.22361150433149,40.18394907222012,4013,2025-03-04,8.259825332779883,5.547488309276886,3,2,48.09769987999999,48.443774405,49.06841756000006,45.45856987359153,45.731437381497,264,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0.8979591836734694,True,9.255713324999997,1.57838768186848,-0.4255717755165155,Background range
12,52.55990995932661,46.281938776804346,46.44056154929687,4438,2025-04-13,12.153450498203142,9.58626112670315,4,2,58.342189424000026,58.59401204750001,58.789266440000006,55.72637085613423,56.026822676000016,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.717302541336988,1.2942534602992204,1.790723468156525,Background range
17,53.31472915556783,44.71732633303066,44.442352013375945,4905,2025-05-23,11.892776066624066,6.385310533319725,5,2,55.92710194250002,56.33512808000001,57.08880149000001,47.71786935629796,50.82766254669567,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.526327090928367,2.659472256821113,0.6001747011219024,Background range
31,39.68484558864564,33.48865825579613,32.93249202320001,4607,2025-09-20,4.0498963719091705,0.4215785867999955,9,2,36.187609190000046,36.98238839510918,37.91883632,33.31275534056479,33.35407061000001,106,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0.36054421768707484,False,9.749304795460446,2.350647697042737,-1.6353783346626756,Background range
33,44.3464864438079,38.12479382913955,37.5943649360455,4906,2025-10-06,7.492344158954523,5.051593043954497,10,2,44.90583887000002,45.086709095000025,45.51538577000002,42.145290760597874,42.64595798,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.02100873857114,3.5487631469695557,-0.29054351913315435,Background range
36,35.52500281865073,30.65016119045304,30.09353085500001,4017,2025-11-15,7.297791044999997,5.37734863053192,11,2,37.07805999887725,37.39132190000001,38.81093954000002,35.14634390991707,35.47087948553193,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.4243281870027,1.0567645610239635,-1.3572840203638001,Background range
38,42.23120823736844,36.47710621842893,36.278863675710014,4487,2025-12-01,10.444792164290014,7.885161277926379,12,2,46.33955584250001,46.72365584000003,47.08254794000004,43.86183651701758,44.16402495363639,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.4658828437389556,Background range
39,39.5996536693828,34.04199777810735,33.72260181621624,4905,2025-12-09,10.239293863783756,6.5427052337837495,12,2,43.175751080000055,43.96189568,44.94628544,40.35896692890786,40.26530704999999,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.34926074923518463,Background range
40,44.439515043373845,38.97415771740277,38.94559322808161,4896,2025-12-17,10.1364964119184,7.915353081918397,12,2,48.59673080000002,49.082089640000014,49.46490788000003,46.506426424874654,46.86094631000001,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.29092229039316936,Background range
41,44.2849015864915,38.922362826348845,39.03288166509629,4721,2025-12-25,9.733041124903757,7.051072840533536,12,2,48.22131827000003,48.76592279000005,49.82209097000003,46.072205186738,46.08395450562983,294,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.623865966464932,1.1885115369380888,0.06195786346432135,Background range
0,42.84334863500002,37.60036085802077,37.590281606440456,4522,2026-01-02,9.890465663559551,7.260568974582569,1,2,47.09152024250002,47.48074727000001,48.354051380000016,44.73655029531181,44.85085058102303,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.30053286973866755,Background range
1,35.468007037900904,31.20584977901982,31.093758886849173,4442,2026-01-10,9.383232996571166,6.378030600143696,1,2,40.02205796000003,40.47699188342034,41.67353129000003,37.57937818732267,37.47178948699287,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,0.049649138678318466,Background range
2,41.46858979108994,36.761608255997295,36.97023116836031,4049,2026-01-18,8.8737743652703,6.74421685931928,1,2,45.411136160000005,45.84400553363061,46.33912859000003,43.46785797762391,43.71444802767959,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.282853171546076,1.3636745011020182,-0.20233558265388815,Background range
3,40.90838039048638,36.27612703425325,36.5353085148052,4400,2026-01-26,8.901462795194817,7.037958291194826,1,2,45.141112580000005,45.43677131000001,45.89820401000003,43.26752644769106,43.57326680600002,288,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.9795918367346939,True,9.282853171546076,1.3636745011020182,-0.1886405329089456,Background range
4,40.969306396132,36.524433324384056,36.597259811805934,4778,2026-02-03,8.145653438194081,5.973074475694077,2,2,44.43187343000002,44.742913250000015,45.32397665000002,42.53376319538856,42.57033428750001,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,-0.11509180233098242,Background range
6,35.21903461510892,30.96188400348126,30.906059276999382,4906,2026-02-19,6.773515643000607,5.145669609721935,2,2,37.35771137000001,37.67957491999999,38.298236540000005,36.01889064808741,36.05172888672132,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.426833472904178,1.6478439934050328,-0.6767312944737952,Background range
8,45.46543119317994,40.35947282861337,40.46935212920378,3166,2026-03-07,8.554631170796242,7.284836740796258,3,2,48.76136543000003,49.02398330000002,49.87677929,47.42301114251301,47.75418887000004,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,-0.29959270467987636,Background range
9,47.43793307351648,41.75311639155882,41.43862971189681,4671,2026-03-15,9.848937333103208,7.539322941147141,3,2,50.83467939500001,51.28756704500002,51.63535058000002,48.83995956592816,48.97795265304395,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,9.255713324999997,1.57838768186848,0.25350179576390386,Background range
13,50.93271960200001,44.41304502695293,44.31884507766806,3816,2026-04-16,8.510533822331958,5.480668348814248,4,2,52.28819240000002,52.829378900000016,54.06556280000001,48.37445458011021,49.79951342648231,294,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",1.0,True,8.717302541336988,1.2942534602992204,-0.10775601116450761,Background range
15,32.53467806491076,28.913034824131756,29.026002785000017,1216,2026-05-02,3.916196414999988,2.200350375000013,5,2,32.80547840000003,32.942199200000005,32.94903524000006,31.06150876628229,31.22635316000003,35,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.11904761904761904,False,9.526327090928367,2.659472256821113,-1.4228316504015344,Background range
16,44.08078405861733,37.710512742108186,37.80916194763624,2076,2026-05-10,3.99681761736376,1.4073826323637704,5,2,41.60631023000002,41.805979565,42.26655776000001,39.120179370631206,39.21654458000001,141,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.47959183673469385,False,9.526327090928367,2.659472256821113,-1.402384640332982,Background range
17,59.81241387445148,49.29580757237495,49.186552876250026,2310,2026-05-18,19.136938551750013,13.087384953749996,5,2,67.56902048000002,68.32349142800004,68.88951553999999,61.93988675849736,62.27393783000002,262,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.891156462585034,True,9.526327090928367,2.659472256821113,2.4374266761452765,Elevated anomaly
18,38.8093558046528,33.707318735949286,34.55839458931807,2112,2026-05-26,1.6548497506819473,-0.5376108608334604,5,2,35.439062810000024,36.21324434000002,36.787471700000026,34.07271416079602,34.02078372848461,92,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3129251700680272,False,9.526327090928367,2.659472256821113,-1.9963504848784512,Background range
19,56.67863909,47.471307232427726,47.185040236471565,1927,2026-06-03,4.443474303528461,-3.712813264877717,6,2,50.47322378000001,51.628514540000026,53.55627781999999,43.4374003374524,43.47222697159385,73,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24829931972789115,False,8.137254954762348,1.2319792138873433,-2.022291357440485,Background range
